-37.5	-1.23192	0.487454
-37.25	-1.227953	0.4843182
-37	-1.223798	0.4813216
-36.75	-1.219388	0.47877
-36.5	-1.214685	0.4778032
-36.25	-1.210168	0.4801567
-35	-1.189389	0.4545627
-34.75	-1.184765	0.450942
-34.5	-1.180003	0.4474969
-34.25	-1.175125	0.4441293
-34	-1.170143	0.4407988
-33.75	-1.165062	0.4374948
-33.5	-1.159881	0.4342222
-33.25	-1.154594	0.4310072
-33	-1.149186	0.4279184
-32.75	-1.143648	0.425127
-32.5	-1.138021	0.4229529
-32.25	-1.132467	0.4217746
-32	-1.127179	0.4218177
-31.75	-1.122285	0.4230847
-31.25	-1.111758	0.4168839
-31	-1.104819	0.4043589
-30.75	-1.098622	0.3984066
-30.5	-1.092465	0.3941369
-30.25	-1.086249	0.3904321
-30	-1.079968	0.3869449
-29.75	-1.073624	0.3835593
-29.5	-1.067221	0.3802448
-29.25	-1.060761	0.3770291
-29	-1.054253	0.374066
-28.75	-1.047794	0.371896
-28.5	-1.041817	0.3715919
-28.25	-1.037168	0.3746183
-27.75	-0.5724859	0.2510715
-27.5	-0.5683966	0.2478207
-27.25	-0.5658862	0.2457159
-27	-0.5646674	0.244491
-26.5	-0.986353	0.3407942
-26.25	-0.980078	0.3398967
-26	-0.975221	0.3417887
-25.75	-0.9718227	0.3458119
-25.5	-0.9640005	0.3383694
-25.25	-0.9525804	0.3257675
-25	-0.9438551	0.320416
-24.75	-0.9357503	0.3165286
-24.5	-0.9279193	0.3131107
-24.25	-0.9202906	0.3099411
-24	-0.9129265	0.3071175
-23.75	-0.9063097	0.3054628
-23.5	-0.9018049	0.3069525
-23.25	-0.8996561	0.3113753
-22.75	-0.8777585	0.2924714
-22.5	-0.8680257	0.2875182
-22.25	-0.8593513	0.2839107
-22	-0.8512915	0.2808016
-21.75	-0.8440523	0.2783759
-21.5	-0.8401843	0.279637
-21.25	-0.842661	0.2869897
-21	-0.8233281	0.2697112
-20.75	-0.8124862	0.2650358
-20.5	-0.8043528	0.2621619
-20.25	-0.7988975	0.2610954
-20	-0.8005411	0.2647578
-19.75	-0.8077071	0.270319
-19.5	-0.7785232	0.2507164
-19.25	-0.7670058	0.2457302
-19	-0.7583267	0.2422471
-18.75	-0.7520406	0.2396701
-18.5	-0.7534728	0.2408541
-18.25	-0.7640926	0.2456715
-18	-0.7383272	0.2313329
-17.75	-0.7238921	0.2255116
-17.5	-0.7149515	0.2219464
-17.25	-0.710775	0.2197638
-17	-0.721367	0.2227748
-16.5	-0.6905339	0.2084867
-16.25	-0.6819891	0.2053424
-16	-0.6946363	0.2077729
-15.75	-0.6792482	0.2000131
-15.5	-0.6625746	0.1947436
-15.25	-0.6584968	0.192101
-15	-0.6788319	0.1951783
-14.5	-0.6418242	0.1809933
-14.25	-0.6343726	0.1776373
-14	-0.6524633	0.1788789
-13.75	-0.6588245	0.1757595
-13.5	-0.6220317	0.1669054
-13.25	-0.6151505	0.1635981
-13	-0.6440008	0.1653679
-12.75	-0.6103288	0.1566009
-12.5	-0.6082035	0.1544325
-12.25	-0.6444957	0.1561184
-12	-0.5927094	0.1458706
-11.75	-0.5932781	0.1432388
-11.5	-0.6437619	0.1457993
-11.25	-0.5909975	0.1353075
-11	-0.5774112	0.1311579
-10.75	-0.6053239	0.1307839
-10.25	-0.7885135	0.08367486
-10	-0.7935701	0.07794742
-9.75	-0.8100166	0.07226958
-9.5	-0.8288538	0.06663027
-9.25	-0.8441695	0.06131266
-9	-0.8543537	0.05639962
-8.75	-0.8593196	0.05194682
-8.5	-0.859843	0.04800026
-8.25	-0.8458132	0.04491527
-8	-0.8310417	0.04300892
-7.75	-0.8198231	0.04012548
-7.5	-0.8008835	0.03794972
-7.25	-0.7857355	0.03537342
-7	-0.766721	0.03390024
-6.75	-0.7471986	0.03224059
-6.5	-0.7272669	0.03047151
-6.25	-0.7087703	0.0291621
-6	-0.69042	0.0278565
-5.75	-0.6723118	0.02666502
-5.5	-0.6536496	0.02575923
-5.25	-0.6362803	0.02490231
-5	-0.6179088	0.02429049
-4.75	-0.5994113	0.02375716
-4.5	-0.5810025	0.02338519
-4.25	-0.5617517	0.02309413
-4	-0.5416237	0.02299566
-3.75	-0.5243174	0.02276756
-3.5	-0.5002495	0.02296714
-3.25	-0.4749519	0.02320351
-3	-0.4500832	0.02334302
-2.75	-0.4094125	0.02380996
-2.5	-0.346038	0.02444809
-2.25	-0.2794156	0.02470407
-2	-0.185977	0.02463613
-1.75	-0.1049353	0.02407951
-1.5	-0.02571204	0.02315829
-1.25	0.02639182	0.0222165
-1	0.02925732	0.02169663
-0.75	0.02811686	0.02129573
-0.5	0.02290385	0.02101063
-0.25	0.01303724	0.02084418
0	1.08E-08	0.02078998
0.25	-0.01303654	0.02084297
0.5	-0.02289802	0.02100825
0.75	-0.02810182	0.02129214
1	-0.02922682	0.02169165
1.25	-0.026336	0.02220995
1.5	0.0256371	0.02314973
1.75	0.1048972	0.02407164
2	0.185865	0.02462877
2.25	0.2795325	0.02469621
2.5	0.3459761	0.0244427
2.75	0.4093007	0.0238068
3	0.4500492	0.02333838
3.25	0.4748734	0.02320083
3.5	0.5001551	0.02296559
3.75	0.5242123	0.02276645
4	0.5415407	0.02299381
4.25	0.5616576	0.02309298
4.5	0.5809274	0.02338295
4.75	0.5993237	0.02375581
5	0.6178377	0.02428838
5.25	0.6361976	0.02490061
5.5	0.6535816	0.02575718
5.75	0.6722394	0.02666294
6	0.6903655	0.02785393
6.25	0.7087217	0.02916006
6.5	0.7272258	0.0304694
6.75	0.7471679	0.0322384
7	0.7667025	0.03389827
7.25	0.7857233	0.03537155
7.5	0.8008932	0.03794839
7.75	0.8198494	0.04012435
8	0.8310831	0.04300886
8.25	0.8459043	0.0449133
8.5	0.8599114	0.04800329
8.75	0.8594285	0.05195352
9	0.8545085	0.05641157
9.25	0.8443749	0.06133272
9.5	0.8291228	0.06666114
9.75	0.8103637	0.07231534
10	0.7940889	0.07800805
10.25	0.781521	0.08386645
10.5	0.654187	0.1094143
11	0.5793167	0.1312318
11.25	0.593484	0.1354399
11.5	0.6477928	0.1463456
11.75	0.5944921	0.1432417
12	0.5949842	0.1459963
12.25	0.6449826	0.1560559
12.5	0.6090409	0.1543787
12.75	0.6144175	0.1568926
13	0.6445677	0.165305
13.25	0.6170361	0.1637286
13.5	0.6245446	0.1671307
13.75	0.6640807	0.1766333
14	0.6531259	0.1788163
14.25	0.6363566	0.1778521
14.5	0.6442264	0.1812946
14.75	0.6712118	0.189
15	0.679599	0.1951599
15.25	0.6602536	0.1923662
15.5	0.6647399	0.1951266
15.75	0.6828851	0.2007931
16	0.6953802	0.2078042
16.25	0.6837536	0.2057304
16.5	0.6928881	0.2090507
16.75	0.7267855	0.2217204
17	0.722322	0.2229867
17.25	0.7123163	0.2202731
17.5	0.7167839	0.2226174
17.75	0.7258329	0.2262672
18	0.7405973	0.2323096
18.25	0.7649718	0.2460446
18.5	0.754531	0.2414063
18.75	0.7535484	0.240559
19	0.7599432	0.2432691
19.25	0.7686603	0.246845
19.5	0.780284	0.2519879
19.75	0.8083903	0.2709688
20	0.8013588	0.2656149
20.25	0.8000212	0.2623391
20.5	0.805658	0.2636814
20.75	0.8138493	0.2666948
21	0.8248273	0.2716153
21.25	0.8430746	0.288045
21.5	0.8409597	0.2811386
21.75	0.8451708	0.2803678
22	0.8524581	0.2829707
22.25	0.8605116	0.2862104
22.5	0.8691634	0.2899471
22.75	0.8788656	0.2950804
23	0.8927829	0.3080794
23.25	0.9000049	0.3135304
23.5	0.9023642	0.309477
23.75	0.9070649	0.3083754
24	0.9137443	0.3103003
24.25	0.9210918	0.3133052
24.5	0.9286803	0.3166372
24.75	0.9364578	0.3202161
25	0.9444951	0.3242702
25.25	0.9531291	0.3298449
25.5	0.9644654	0.3430849
25.75	0.9716265	0.3494523
26	0.9751926	0.3458464
26.25	0.9802061	0.3443896
26.5	0.9865456	0.3456604
26.75	0.9934121	0.3485164
27	1.000391	0.3518536
27.25	1.007436	0.3553779
27.5	1.014608	0.3592545
27.75	1.022141	0.3647859
28.25	1.036317	0.3803302
28.5	1.04118	0.3779728
28.75	1.047223	0.3787268
29	1.053657	0.3812535
29.25	1.060093	0.3845123
29.5	1.066466	0.3880052
29.75	1.072774	0.391594
30	1.079016	0.3952535
30.25	1.085186	0.3990168
30.5	1.091276	0.4030031
30.75	1.09728	0.4075604
31	1.103264	0.4138444
31.25	1.109839	0.4268642
32	1.125013	0.4321405
32.25	1.130334	0.4326113
32.5	1.135881	0.4342585
32.75	1.141452	0.4368648
33	1.146902	0.4400586
33.25	1.152205	0.4435328
33.5	1.157379	0.4471294
33.75	1.162445	0.4507413
34	1.167401	0.4544731
34.25	1.172257	0.4581925
34.5	1.177002	0.4619531
34.75	1.181623	0.4657961
35	1.18609	0.4698232
35.25	1.190354	0.4743117
35.5	1.19432	0.4802858
35.75	1.197989	0.4926902
